Line,ID,Column,Row,Grid,meanLength,meanWidth,meanLeng6,meanVD_in_um.mm2,flowering.time,plant.height..cm.,leaf.weight,leaf_area..cm².,Violaxanthin..ug.g.,Lutein..ug.g.,Betacarotene..ug.g.,Alphatocopherol..ug.g.,Total_carotenoids..ug.g.,noout.meanLength,noout.meanWidth,noout.meanVD_in_um.mm2,noout.flowering.time,noout.plant.height..cm.,noout.leaf.weight,noout.leaf_area,noout.Alphatocopherol..ug.g.,sqrt.noout.meanVD_in_um.mm2,cbrt.flowering.time,sqaure.plant.height..cm.,logPls1.leaf.weight,sqrt.leaf.area,log.Alphatocopherol..ug.g.
F2,178,6,4,7,33.66588889,101.5953611,214.0715,7081.310837,38,29,0.3,16.9,17.00181158,45.04016578,103.3826441,10.7072149,165.4246214,33.66588889,101.5953611,7081.310837,38,29,0.3,16.9,10.7072149,84.15052488,3.361975407,841,0.262364264,4.110960958,2.370917804
F2,179,6,3,7,42.20891667,118.7537222,291.3356667,6158.425263,38,40,0.6,30.1,9.885711782,20.8841774,45.46443663,11.96277865,76.23432581,42.20891667,118.7537222,6158.425263,38,40,0.6,30.1,11.96277865,78.47563484,3.361975407,1600,0.470003629,5.48634669,2.48180005
F2,180,6,2,7,45.57941667,121.7817222,257.4496667,6622.744971,41,57,1,38.3,12.62741722,25.26001334,60.30100377,20.85651109,98.18843433,45.57941667,121.7817222,6622.744971,41,57,1,38.3,20.85651109,81.38024927,3.44821724,3249,0.693147181,6.188699379,3.037666182
F2,181,6,1,7,39.41444444,125.7664444,239.5603333,6093.088903,53,56,1.3,47.7,15.16084623,32.62030533,69.99789808,21.16275082,117.7790496,39.41444444,125.7664444,6093.088903,,56,1.3,47.7,21.16275082,78.05824046,3.756285754,3136,0.832909123,6.90651866,3.052242599
F2,182,7,29,11,47.78958333,132.8758889,273.8516667,6769.013628,37,54,0.8,35.63333333,10.93721655,25.45791226,60.9821021,6.398180268,97.37723092,47.78958333,132.8758889,6769.013628,37,54,0.8,35.63333333,6.398180268,82.27401551,3.332221852,2916,0.587786665,5.969366242,1.856013617
F2,183,7,30,11,44.44893333,119.7776666,303.1826,6619.716633,41,25,0.3,14.3,9.330596856,29.65944525,63.69758878,8.289821449,102.6876309,44.44893333,119.7776666,6619.716633,41,25,0.3,14.3,8.289821449,81.36164104,3.44821724,625,0.262364264,3.78153408,2.115028431
F2,184,7,31,12,50.16666667,121.4964445,290.971,6589.35756,39,36,0.3,13.66666667,,,,,,50.16666667,121.4964445,6589.35756,39,36,0.3,13.66666667,,81.17485793,3.391211443,1296,0.262364264,3.696845503,
F2,185,7,32,12,41.49741667,107.7876389,214.132,6523.718365,38,53,2.3,82.93333333,16.93129988,43.69606482,95.1793011,9.916701216,155.8066658,41.49741667,107.7876389,6523.718365,38,53,2.3,82.93333333,9.916701216,80.7695386,3.361975407,2809,1.193922468,9.106774035,2.294220327
F2,186,7,33,12,50.58261111,127.0654445,298.0306667,6705.267144,39,58,0.6,30.1,12.74725937,28.43138199,63.92541991,12.13877685,105.1040613,50.58261111,127.0654445,6705.267144,39,58,0.6,30.1,12.13877685,81.8856956,3.391211443,3364,0.470003629,5.48634669,2.496405027
F2,187,7,34,12,46.583,116.9481389,280.9133333,7369.987021,43,51,1.2,44.3,12.23537359,24.342843,54.52551442,9.067068837,91.103731,46.583,116.9481389,7369.987021,43,51,1.2,44.3,9.067068837,85.84862853,3.50339806,2601,0.78845736,6.655824517,2.204649041
MAL_01,1,,,,41.66421429,95.60640625,244.133,9558.111616,54,30,1.13,37.3,,,,,,41.66421429,95.60640625,9558.111616,54,30,1.13,37.3,,97.76559526,3.77976315,900,0.75612198,6.107372594,
MAL_01,2,,,,31.55254167,82.56648889,195.3485,10619.39217,52,56,1.83,76.83333333,,,,,,31.55254167,82.56648889,10619.39217,52,56,1.83,76.83333333,,103.0504351,3.732511157,3136,1.040276712,8.765462528,
MAL_01,3,,,,30.20084375,95.60640625,174.5573333,10123.47682,55,34,1.53,52.9,13.86712651,35.20215144,71.69585378,5.819804755,120.7651317,30.20084375,95.60640625,10123.47682,55,34,1.53,52.9,5.819804755,100.61549,3.802952461,1156,0.928219303,7.273238618,1.761266714
MAL_01,4,,,,36.03268,84.51518519,222.365,9344.097695,51,49,2.53,83.51666667,19.5479632,39.74872484,85.54887001,11.46731241,144.8455581,36.03268,84.51518519,9344.097695,51,49,2.53,83.51666667,11.46731241,96.66487312,3.708429769,2401,1.261297871,9.138745355,2.439500589
MAL_01,5,,,,29.0951875,85.23273684,162.67,9469.565218,49,59,1.13,47.29166667,15.10690513,36.51039464,75.69120656,8.603057875,127.3085063,29.0951875,85.23273684,9469.565218,49,59,1.13,47.29166667,8.603057875,97.31169107,3.65930571,3481,0.75612198,6.876893679,2.152117707
MAY_01,1,,,,37.44920513,107.9120208,228.6078,5913.130001,40,40,0.4,21,13.0939592,29.50270884,73.43841768,24.34738533,116.0350857,37.44920513,107.9120208,5913.130001,40,40,0.4,21,24.34738533,76.89687901,3.419951893,1600,0.336472237,4.582575695,3.192424465
MAY_01,2,,,,41.36678571,120.238037,239.005,5508.741077,40,35,0.47,18.6,,,,,,41.36678571,120.238037,5508.741077,40,35,0.47,18.6,,74.2208938,3.419951893,1225,0.385262401,4.312771731,
MAY_01,3,,,,44.022625,107.10044,309.138,5505.804966,40,40,0.4,16.6,12.47547388,31.11314865,74.0472148,20.21849893,117.6358373,44.022625,107.10044,5505.804966,40,40,0.4,16.6,20.21849893,74.20111162,3.419951893,1600,0.336472237,4.074309757,3.006597974
MAY_01,4,,,,45.09916667,99.8012,291.424,6081.295861,37,38,0.4,16.69066667,15.24595253,36.87520465,87.29360444,30.98331606,139.4147616,45.09916667,99.8012,6081.295861,37,38,0.4,16.69066667,30.98331606,77.98266385,3.332221852,1444,0.336472237,4.085421235,3.433448868
MAY_01,5,,,,,,,5557.149039,34,45,0.53,19.01,11.41176649,27.82049552,59.44543947,11.28882829,98.67770149,,,5557.149039,34,45,0.53,19.01,11.28882829,74.5462879,3.239611801,2025,0.425267735,4.360045871,2.42381359
F1,1,,,,49.71505556,114.3731389,279.7093333,6908.014276,38,77,1.03,45.3,14.67821899,38.6065231,89.65626721,6.942394918,142.9410093,49.71505556,114.3731389,6908.014276,38,77,1.03,45.3,6.942394918,83.1144649,3.361975407,5929,0.708035793,6.730527468,1.937646804
F1,2,,,,47.30616667,119.5454444,281.5578333,6527.670344,35,67,0.97,45.1,,,,,,47.30616667,119.5454444,6527.670344,35,67,0.97,45.1,,80.79399943,3.27106631,4489,0.678033543,6.715653356,
